r1,r2,r3,support,body,confidence,example_1,example_2,example_3
greatUncleOf,boyFirstCousinOnceRemovedOf,uncleOf,66,132,0.5,luis14-[greatUncleOf]->fabian26-[boyFirstCousinOnceRemovedOf]->adam9 => luis14-[uncleOf]->adam9,luis14-[greatUncleOf]->fabian26-[boyFirstCousinOnceRemovedOf]->oskar24 => luis14-[uncleOf]->oskar24,luis14-[greatUncleOf]->fabian26-[boyFirstCousinOnceRemovedOf]->olivia0 => luis14-[uncleOf]->olivia0
uncleOf,secondAuntOf,grandfatherOf,65,130,0.5,luis14-[uncleOf]->johanna22-[secondAuntOf]->lena18 => luis14-[grandfatherOf]->lena18,luis14-[uncleOf]->olivia0-[secondAuntOf]->lena18 => luis14-[grandfatherOf]->lena18,luis14-[uncleOf]->isabella11-[secondAuntOf]->lena18 => luis14-[grandfatherOf]->lena18
fatherOf,girlFirstCousinOnceRemovedOf,boyCousinOf,64,128,0.5,leon16-[fatherOf]->lena18-[girlFirstCousinOnceRemovedOf]->johanna22 => leon16-[boyCousinOf]->johanna22,leon16-[fatherOf]->lena18-[girlFirstCousinOnceRemovedOf]->adam9 => leon16-[boyCousinOf]->adam9,leon16-[fatherOf]->lena18-[girlFirstCousinOnceRemovedOf]->oskar24 => leon16-[boyCousinOf]->oskar24
motherOf,girlFirstCousinOnceRemovedOf,girlCousinOf,64,128,0.5,olivia0-[motherOf]->lisa5-[girlFirstCousinOnceRemovedOf]->leon16 => olivia0-[girlCousinOf]->leon16,olivia0-[motherOf]->lisa5-[girlFirstCousinOnceRemovedOf]->jonas23 => olivia0-[girlCousinOf]->jonas23,olivia0-[motherOf]->lisa5-[girlFirstCousinOnceRemovedOf]->johanna22 => olivia0-[girlCousinOf]->johanna22
boySecondCousinOf,girlFirstCousinOnceRemovedOf,nephewOf,49,98,0.5,fabian26-[boySecondCousinOf]->lisa5-[girlFirstCousinOnceRemovedOf]->johanna22 => fabian26-[nephewOf]->johanna22,fabian26-[boySecondCousinOf]->lena18-[girlFirstCousinOnceRemovedOf]->johanna22 => fabian26-[nephewOf]->johanna22,nico4-[boySecondCousinOf]->lena18-[girlFirstCousinOnceRemovedOf]->adam9 => nico4-[nephewOf]->adam9
secondAuntOf,girlSecondCousinOf,auntOf,32,64,0.5,selina10-[secondAuntOf]->lena18-[girlSecondCousinOf]->lisa5 => selina10-[auntOf]->lisa5,selina10-[secondAuntOf]->lena18-[girlSecondCousinOf]->elias6 => selina10-[auntOf]->elias6,selina10-[secondAuntOf]->lena18-[girlSecondCousinOf]->nico4 => selina10-[auntOf]->nico4
girlSecondCousinOf,boySecondCousinOf,sisterOf,17,34,0.5,lisa5-[girlSecondCousinOf]->fabian26-[boySecondCousinOf]->elias6 => lisa5-[sisterOf]->elias6,lisa5-[girlSecondCousinOf]->fabian26-[boySecondCousinOf]->nico4 => lisa5-[sisterOf]->nico4,natalie89-[girlSecondCousinOf]->lukas93-[boySecondCousinOf]->emily102 => natalie89-[sisterOf]->emily102
girlFirstCousinOnceRemovedOf,boyCousinOf,nieceOf,81,163,0.49693251533742333,lisa5-[girlFirstCousinOnceRemovedOf]->leon16-[boyCousinOf]->adam9 => lisa5-[nieceOf]->adam9,lisa5-[girlFirstCousinOnceRemovedOf]->leon16-[boyCousinOf]->oskar24 => lisa5-[nieceOf]->oskar24,lisa5-[girlFirstCousinOnceRemovedOf]->leon16-[boyCousinOf]->isabella11 => lisa5-[nieceOf]->isabella11
granddaughterOf,greatGrandfatherOf,auntOf,371,749,0.4953271028037383,selina10-[granddaughterOf]->david20-[greatGrandfatherOf]->elias6 => selina10-[auntOf]->elias6,selina10-[granddaughterOf]->david20-[greatGrandfatherOf]->lisa5 => selina10-[auntOf]->lisa5,selina10-[granddaughterOf]->david20-[greatGrandfatherOf]->nico4 => selina10-[auntOf]->nico4
granddaughterOf,greatGrandmotherOf,auntOf,371,749,0.4953271028037383,selina10-[granddaughterOf]->emma7-[greatGrandmotherOf]->lisa5 => selina10-[auntOf]->lisa5,selina10-[granddaughterOf]->emma7-[greatGrandmotherOf]->nico4 => selina10-[auntOf]->nico4,selina10-[granddaughterOf]->emma7-[greatGrandmotherOf]->elias6 => selina10-[auntOf]->elias6
girlFirstCousinOnceRemovedOf,secondAuntOf,girlCousinOf,52,105,0.49523809523809526,victoria142-[girlFirstCousinOnceRemovedOf]->marie139-[secondAuntOf]->natalie151 => victoria142-[girlCousinOf]->natalie151,victoria142-[girlFirstCousinOnceRemovedOf]->marie139-[secondAuntOf]->dominik148 => victoria142-[girlCousinOf]->dominik148,natalie151-[girlFirstCousinOnceRemovedOf]->marie139-[secondAuntOf]->victoria142 => natalie151-[girlCousinOf]->victoria142
uncleOf,grandsonOf,sonOf,202,408,0.4950980392156863,luis14-[uncleOf]->adam9-[grandsonOf]->moritz8 => luis14-[sonOf]->moritz8,luis14-[uncleOf]->adam9-[grandsonOf]->emma7 => luis14-[sonOf]->emma7,luis14-[uncleOf]->oskar24-[grandsonOf]->moritz8 => luis14-[sonOf]->moritz8
boyFirstCousinOnceRemovedOf,secondUncleOf,brotherOf,44,89,0.4943820224719101,nico4-[boyFirstCousinOnceRemovedOf]->leon16-[secondUncleOf]->lisa5 => nico4-[brotherOf]->lisa5,nico4-[boyFirstCousinOnceRemovedOf]->leon16-[secondUncleOf]->elias6 => nico4-[brotherOf]->elias6,nico4-[boyFirstCousinOnceRemovedOf]->jonas23-[secondUncleOf]->elias6 => nico4-[brotherOf]->elias6
secondUncleOf,girlSecondCousinOf,uncleOf,43,87,0.4942528735632184,oskar24-[secondUncleOf]->lena18-[girlSecondCousinOf]->lisa5 => oskar24-[uncleOf]->lisa5,oskar24-[secondUncleOf]->lena18-[girlSecondCousinOf]->elias6 => oskar24-[uncleOf]->elias6,oskar24-[secondUncleOf]->lena18-[girlSecondCousinOf]->nico4 => oskar24-[uncleOf]->nico4
greatAuntOf,greatGrandsonOf,daughterOf,141,286,0.493006993006993,katharina1-[greatAuntOf]->fabian26-[greatGrandsonOf]->moritz8 => katharina1-[daughterOf]->moritz8,katharina1-[greatAuntOf]->fabian26-[greatGrandsonOf]->emma7 => katharina1-[daughterOf]->emma7,paula12-[greatAuntOf]->elias6-[greatGrandsonOf]->moritz8 => paula12-[daughterOf]->moritz8
girlFirstCousinOnceRemovedOf,girlCousinOf,nieceOf,90,183,0.4918032786885246,lisa5-[girlFirstCousinOnceRemovedOf]->johanna22-[girlCousinOf]->adam9 => lisa5-[nieceOf]->adam9,lisa5-[girlFirstCousinOnceRemovedOf]->johanna22-[girlCousinOf]->oskar24 => lisa5-[nieceOf]->oskar24,lisa5-[girlFirstCousinOnceRemovedOf]->johanna22-[girlCousinOf]->isabella11 => lisa5-[nieceOf]->isabella11
auntOf,sonOf,sisterOf,160,326,0.49079754601226994,katharina1-[auntOf]->leon16-[sonOf]->luis14 => katharina1-[sisterOf]->luis14,katharina1-[auntOf]->jonas23-[sonOf]->paula12 => katharina1-[sisterOf]->paula12,selina10-[auntOf]->elias6-[sonOf]->olivia0 => selina10-[sisterOf]->olivia0
girlSecondCousinOf,girlFirstCousinOnceRemovedOf,nieceOf,26,53,0.49056603773584906,lisa5-[girlSecondCousinOf]->lena18-[girlFirstCousinOnceRemovedOf]->adam9 => lisa5-[nieceOf]->adam9,lisa5-[girlSecondCousinOf]->lena18-[girlFirstCousinOnceRemovedOf]->oskar24 => lisa5-[nieceOf]->oskar24,lisa5-[girlSecondCousinOf]->lena18-[girlFirstCousinOnceRemovedOf]->isabella11 => lisa5-[nieceOf]->isabella11
fatherOf,nephewOf,brotherOf,159,325,0.48923076923076925,luis14-[fatherOf]->leon16-[nephewOf]->katharina1 => luis14-[brotherOf]->katharina1,luis14-[fatherOf]->leon16-[nephewOf]->paula12 => luis14-[brotherOf]->paula12,luis14-[fatherOf]->leon16-[nephewOf]->natalie13 => luis14-[brotherOf]->natalie13
nieceOf,greatAuntOf,auntOf,190,390,0.48717948717948717,selina10-[nieceOf]->paula12-[greatAuntOf]->elias6 => selina10-[auntOf]->elias6,selina10-[nieceOf]->paula12-[greatAuntOf]->lisa5 => selina10-[auntOf]->lisa5,selina10-[nieceOf]->paula12-[greatAuntOf]->nico4 => selina10-[auntOf]->nico4
auntOf,daughterOf,sisterOf,132,271,0.4870848708487085,katharina1-[auntOf]->johanna22-[daughterOf]->paula12 => katharina1-[sisterOf]->paula12,selina10-[auntOf]->lisa5-[daughterOf]->olivia0 => selina10-[sisterOf]->olivia0,isabella11-[auntOf]->lisa5-[daughterOf]->olivia0 => isabella11-[sisterOf]->olivia0
greatGranddaughterOf,grandfatherOf,nieceOf,357,735,0.4857142857142857,lisa5-[greatGranddaughterOf]->david20-[grandfatherOf]->adam9 => lisa5-[nieceOf]->adam9,lisa5-[greatGranddaughterOf]->david20-[grandfatherOf]->oskar24 => lisa5-[nieceOf]->oskar24,lisa5-[greatGranddaughterOf]->david20-[grandfatherOf]->isabella11 => lisa5-[nieceOf]->isabella11
greatGranddaughterOf,grandmotherOf,nieceOf,357,735,0.4857142857142857,lisa5-[greatGranddaughterOf]->emma7-[grandmotherOf]->oskar24 => lisa5-[nieceOf]->oskar24,lisa5-[greatGranddaughterOf]->emma7-[grandmotherOf]->adam9 => lisa5-[nieceOf]->adam9,lisa5-[greatGranddaughterOf]->emma7-[grandmotherOf]->isabella11 => lisa5-[nieceOf]->isabella11
uncleOf,granddaughterOf,sonOf,202,416,0.4855769230769231,luis14-[uncleOf]->johanna22-[granddaughterOf]->moritz8 => luis14-[sonOf]->moritz8,luis14-[uncleOf]->johanna22-[granddaughterOf]->emma7 => luis14-[sonOf]->emma7,luis14-[uncleOf]->olivia0-[granddaughterOf]->moritz8 => luis14-[sonOf]->moritz8
girlCousinOf,secondUncleOf,auntOf,83,171,0.4853801169590643,selina10-[girlCousinOf]->leon16-[secondUncleOf]->lisa5 => selina10-[auntOf]->lisa5,selina10-[girlCousinOf]->leon16-[secondUncleOf]->elias6 => selina10-[auntOf]->elias6,selina10-[girlCousinOf]->leon16-[secondUncleOf]->nico4 => selina10-[auntOf]->nico4
daughterOf,greatGrandfatherOf,grandmotherOf,277,574,0.48257839721254353,katharina1-[daughterOf]->moritz8-[greatGrandfatherOf]->lisa5 => katharina1-[grandmotherOf]->lisa5,katharina1-[daughterOf]->moritz8-[greatGrandfatherOf]->nico4 => katharina1-[grandmotherOf]->nico4,katharina1-[daughterOf]->moritz8-[greatGrandfatherOf]->elias6 => katharina1-[grandmotherOf]->elias6
secondUncleOf,daughterOf,boyCousinOf,45,94,0.4787234042553192,leon16-[secondUncleOf]->lisa5-[daughterOf]->olivia0 => leon16-[boyCousinOf]->olivia0,jonas23-[secondUncleOf]->lisa5-[daughterOf]->olivia0 => jonas23-[boyCousinOf]->olivia0,jonas23-[secondUncleOf]->lena18-[daughterOf]->leon16 => jonas23-[boyCousinOf]->leon16
motherOf,boyFirstCousinOnceRemovedOf,girlCousinOf,65,136,0.47794117647058826,olivia0-[motherOf]->elias6-[boyFirstCousinOnceRemovedOf]->leon16 => olivia0-[girlCousinOf]->leon16,olivia0-[motherOf]->elias6-[boyFirstCousinOnceRemovedOf]->jonas23 => olivia0-[girlCousinOf]->jonas23,olivia0-[motherOf]->elias6-[boyFirstCousinOnceRemovedOf]->johanna22 => olivia0-[girlCousinOf]->johanna22
grandmotherOf,boyFirstCousinOnceRemovedOf,auntOf,75,157,0.47770700636942676,katharina1-[grandmotherOf]->elias6-[boyFirstCousinOnceRemovedOf]->leon16 => katharina1-[auntOf]->leon16,katharina1-[grandmotherOf]->elias6-[boyFirstCousinOnceRemovedOf]->jonas23 => katharina1-[auntOf]->jonas23,katharina1-[grandmotherOf]->elias6-[boyFirstCousinOnceRemovedOf]->johanna22 => katharina1-[auntOf]->johanna22
motherOf,secondUncleOf,greatAuntOf,51,107,0.4766355140186916,katharina1-[motherOf]->oskar24-[secondUncleOf]->fabian26 => katharina1-[greatAuntOf]->fabian26,katharina1-[motherOf]->oskar24-[secondUncleOf]->lena18 => katharina1-[greatAuntOf]->lena18,katharina1-[motherOf]->adam9-[secondUncleOf]->fabian26 => katharina1-[greatAuntOf]->fabian26
motherOf,greatGranddaughterOf,granddaughterOf,196,412,0.47572815533980584,olivia0-[motherOf]->lisa5-[greatGranddaughterOf]->david20 => olivia0-[granddaughterOf]->david20,olivia0-[motherOf]->lisa5-[greatGranddaughterOf]->moritz8 => olivia0-[granddaughterOf]->moritz8,olivia0-[motherOf]->lisa5-[greatGranddaughterOf]->emma7 => olivia0-[granddaughterOf]->emma7
greatGrandsonOf,greatGrandfatherOf,brotherOf,299,631,0.47385103011093505,nico4-[greatGrandsonOf]->david20-[greatGrandfatherOf]->elias6 => nico4-[brotherOf]->elias6,nico4-[greatGrandsonOf]->david20-[greatGrandfatherOf]->lisa5 => nico4-[brotherOf]->lisa5,nico4-[greatGrandsonOf]->moritz8-[greatGrandfatherOf]->lisa5 => nico4-[brotherOf]->lisa5
greatGrandsonOf,greatGrandmotherOf,brotherOf,299,631,0.47385103011093505,nico4-[greatGrandsonOf]->emma7-[greatGrandmotherOf]->lisa5 => nico4-[brotherOf]->lisa5,nico4-[greatGrandsonOf]->emma7-[greatGrandmotherOf]->elias6 => nico4-[brotherOf]->elias6,nico4-[greatGrandsonOf]->ella19-[greatGrandmotherOf]->elias6 => nico4-[brotherOf]->elias6
greatGrandsonOf,grandfatherOf,nephewOf,368,777,0.47361647361647363,fabian26-[greatGrandsonOf]->moritz8-[grandfatherOf]->johanna22 => fabian26-[nephewOf]->johanna22,nico4-[greatGrandsonOf]->david20-[grandfatherOf]->adam9 => nico4-[nephewOf]->adam9,nico4-[greatGrandsonOf]->david20-[grandfatherOf]->oskar24 => nico4-[nephewOf]->oskar24
greatGrandsonOf,grandmotherOf,nephewOf,368,777,0.47361647361647363,fabian26-[greatGrandsonOf]->emma7-[grandmotherOf]->johanna22 => fabian26-[nephewOf]->johanna22,nico4-[greatGrandsonOf]->emma7-[grandmotherOf]->oskar24 => nico4-[nephewOf]->oskar24,nico4-[greatGrandsonOf]->emma7-[grandmotherOf]->adam9 => nico4-[nephewOf]->adam9
uncleOf,secondUncleOf,greatUncleOf,59,125,0.472,luis14-[uncleOf]->adam9-[secondUncleOf]->fabian26 => luis14-[greatUncleOf]->fabian26,luis14-[uncleOf]->oskar24-[secondUncleOf]->fabian26 => luis14-[greatUncleOf]->fabian26,luis14-[uncleOf]->jonas23-[secondUncleOf]->elias6 => luis14-[greatUncleOf]->elias6
nieceOf,auntOf,girlCousinOf,269,571,0.4711033274956217,olivia0-[nieceOf]->paula12-[auntOf]->leon16 => olivia0-[girlCousinOf]->leon16,olivia0-[nieceOf]->natalie13-[auntOf]->johanna22 => olivia0-[girlCousinOf]->johanna22,olivia0-[nieceOf]->natalie13-[auntOf]->leon16 => olivia0-[girlCousinOf]->leon16
girlSecondCousinOf,boyFirstCousinOnceRemovedOf,nieceOf,40,85,0.47058823529411764,lisa5-[girlSecondCousinOf]->fabian26-[boyFirstCousinOnceRemovedOf]->adam9 => lisa5-[nieceOf]->adam9,lisa5-[girlSecondCousinOf]->fabian26-[boyFirstCousinOnceRemovedOf]->oskar24 => lisa5-[nieceOf]->oskar24,lisa5-[girlSecondCousinOf]->fabian26-[boyFirstCousinOnceRemovedOf]->isabella11 => lisa5-[nieceOf]->isabella11
nieceOf,uncleOf,girlCousinOf,209,445,0.4696629213483146,olivia0-[nieceOf]->luis14-[uncleOf]->johanna22 => olivia0-[girlCousinOf]->johanna22,olivia0-[nieceOf]->luis14-[uncleOf]->jonas23 => olivia0-[girlCousinOf]->jonas23,selina10-[nieceOf]->luis14-[uncleOf]->johanna22 => selina10-[girlCousinOf]->johanna22
nephewOf,uncleOf,boyCousinOf,173,369,0.46883468834688347,jonas23-[nephewOf]->luis14-[uncleOf]->adam9 => jonas23-[boyCousinOf]->adam9,jonas23-[nephewOf]->luis14-[uncleOf]->oskar24 => jonas23-[boyCousinOf]->oskar24,jonas23-[nephewOf]->luis14-[uncleOf]->olivia0 => jonas23-[boyCousinOf]->olivia0
daughterOf,greatGrandmotherOf,grandmotherOf,160,342,0.4678362573099415,katharina1-[daughterOf]->emma7-[greatGrandmotherOf]->lisa5 => katharina1-[grandmotherOf]->lisa5,katharina1-[daughterOf]->emma7-[greatGrandmotherOf]->nico4 => katharina1-[grandmotherOf]->nico4,katharina1-[daughterOf]->emma7-[greatGrandmotherOf]->elias6 => katharina1-[grandmotherOf]->elias6
grandmotherOf,boySecondCousinOf,greatAuntOf,27,58,0.46551724137931033,katharina1-[grandmotherOf]->elias6-[boySecondCousinOf]->fabian26 => katharina1-[greatAuntOf]->fabian26,katharina1-[grandmotherOf]->elias6-[boySecondCousinOf]->lena18 => katharina1-[greatAuntOf]->lena18,katharina1-[grandmotherOf]->nico4-[boySecondCousinOf]->fabian26 => katharina1-[greatAuntOf]->fabian26
granddaughterOf,grandfatherOf,girlCousinOf,445,956,0.46548117154811713,olivia0-[granddaughterOf]->moritz8-[grandfatherOf]->johanna22 => olivia0-[girlCousinOf]->johanna22,olivia0-[granddaughterOf]->moritz8-[grandfatherOf]->leon16 => olivia0-[girlCousinOf]->leon16,olivia0-[granddaughterOf]->moritz8-[grandfatherOf]->jonas23 => olivia0-[girlCousinOf]->jonas23
granddaughterOf,grandmotherOf,girlCousinOf,445,956,0.46548117154811713,olivia0-[granddaughterOf]->emma7-[grandmotherOf]->johanna22 => olivia0-[girlCousinOf]->johanna22,olivia0-[granddaughterOf]->emma7-[grandmotherOf]->leon16 => olivia0-[girlCousinOf]->leon16,olivia0-[granddaughterOf]->emma7-[grandmotherOf]->jonas23 => olivia0-[girlCousinOf]->jonas23
secondAuntOf,daughterOf,girlCousinOf,47,101,0.46534653465346537,olivia0-[secondAuntOf]->lena18-[daughterOf]->leon16 => olivia0-[girlCousinOf]->leon16,selina10-[secondAuntOf]->lena18-[daughterOf]->leon16 => selina10-[girlCousinOf]->leon16,isabella11-[secondAuntOf]->lena18-[daughterOf]->leon16 => isabella11-[girlCousinOf]->leon16
grandsonOf,greatGrandfatherOf,uncleOf,354,763,0.4639580602883355,oskar24-[grandsonOf]->david20-[greatGrandfatherOf]->elias6 => oskar24-[uncleOf]->elias6,oskar24-[grandsonOf]->david20-[greatGrandfatherOf]->lisa5 => oskar24-[uncleOf]->lisa5,oskar24-[grandsonOf]->david20-[greatGrandfatherOf]->nico4 => oskar24-[uncleOf]->nico4
grandsonOf,greatGrandmotherOf,uncleOf,354,763,0.4639580602883355,oskar24-[grandsonOf]->emma7-[greatGrandmotherOf]->lisa5 => oskar24-[uncleOf]->lisa5,oskar24-[grandsonOf]->emma7-[greatGrandmotherOf]->nico4 => oskar24-[uncleOf]->nico4,oskar24-[grandsonOf]->emma7-[greatGrandmotherOf]->elias6 => oskar24-[uncleOf]->elias6
fatherOf,nieceOf,brotherOf,158,344,0.45930232558139533,moritz31-[fatherOf]->hannah39-[nieceOf]->marie43 => moritz31-[brotherOf]->marie43,moritz31-[fatherOf]->hannah39-[nieceOf]->sebastian49 => moritz31-[brotherOf]->sebastian49,moritz31-[fatherOf]->hannah39-[nieceOf]->marlene40 => moritz31-[brotherOf]->marlene40
greatGranddaughterOf,greatGrandfatherOf,sisterOf,317,691,0.45875542691751087,lisa5-[greatGranddaughterOf]->david20-[greatGrandfatherOf]->elias6 => lisa5-[sisterOf]->elias6,lisa5-[greatGranddaughterOf]->david20-[greatGrandfatherOf]->nico4 => lisa5-[sisterOf]->nico4,lisa5-[greatGranddaughterOf]->moritz8-[greatGrandfatherOf]->nico4 => lisa5-[sisterOf]->nico4
greatGranddaughterOf,greatGrandmotherOf,sisterOf,317,691,0.45875542691751087,lisa5-[greatGranddaughterOf]->emma7-[greatGrandmotherOf]->nico4 => lisa5-[sisterOf]->nico4,lisa5-[greatGranddaughterOf]->emma7-[greatGrandmotherOf]->elias6 => lisa5-[sisterOf]->elias6,lisa5-[greatGranddaughterOf]->ella19-[greatGrandmotherOf]->elias6 => lisa5-[sisterOf]->elias6
greatUncleOf,greatGrandsonOf,sonOf,105,230,0.45652173913043476,luis14-[greatUncleOf]->fabian26-[greatGrandsonOf]->moritz8 => luis14-[sonOf]->moritz8,luis14-[greatUncleOf]->fabian26-[greatGrandsonOf]->emma7 => luis14-[sonOf]->emma7,luis14-[greatUncleOf]->elias6-[greatGrandsonOf]->moritz8 => luis14-[sonOf]->moritz8
boySecondCousinOf,daughterOf,boyFirstCousinOnceRemovedOf,21,46,0.45652173913043476,fabian26-[boySecondCousinOf]->lisa5-[daughterOf]->olivia0 => fabian26-[boyFirstCousinOnceRemovedOf]->olivia0,fabian26-[boySecondCousinOf]->lena18-[daughterOf]->leon16 => fabian26-[boyFirstCousinOnceRemovedOf]->leon16,nico4-[boySecondCousinOf]->lena18-[daughterOf]->leon16 => nico4-[boyFirstCousinOnceRemovedOf]->leon16
girlSecondCousinOf,sonOf,girlFirstCousinOnceRemovedOf,21,46,0.45652173913043476,lena18-[girlSecondCousinOf]->fabian26-[sonOf]->jonas23 => lena18-[girlFirstCousinOnceRemovedOf]->jonas23,lena18-[girlSecondCousinOf]->elias6-[sonOf]->olivia0 => lena18-[girlFirstCousinOnceRemovedOf]->olivia0,lena18-[girlSecondCousinOf]->nico4-[sonOf]->olivia0 => lena18-[girlFirstCousinOnceRemovedOf]->olivia0
uncleOf,secondUncleOf,grandfatherOf,57,125,0.456,luis14-[uncleOf]->adam9-[secondUncleOf]->lena18 => luis14-[grandfatherOf]->lena18,luis14-[uncleOf]->oskar24-[secondUncleOf]->lena18 => luis14-[grandfatherOf]->lena18,luis14-[uncleOf]->jonas23-[secondUncleOf]->lena18 => luis14-[grandfatherOf]->lena18
grandsonOf,grandfatherOf,boyCousinOf,391,864,0.4525462962962963,leon16-[grandsonOf]->moritz8-[grandfatherOf]->johanna22 => leon16-[boyCousinOf]->johanna22,leon16-[grandsonOf]->moritz8-[grandfatherOf]->oskar24 => leon16-[boyCousinOf]->oskar24,leon16-[grandsonOf]->moritz8-[grandfatherOf]->adam9 => leon16-[boyCousinOf]->adam9
grandsonOf,grandmotherOf,boyCousinOf,391,864,0.4525462962962963,leon16-[grandsonOf]->emma7-[grandmotherOf]->johanna22 => leon16-[boyCousinOf]->johanna22,leon16-[grandsonOf]->emma7-[grandmotherOf]->oskar24 => leon16-[boyCousinOf]->oskar24,leon16-[grandsonOf]->emma7-[grandmotherOf]->adam9 => leon16-[boyCousinOf]->adam9
greatGranddaughterOf,greatGrandfatherOf,girlCousinOf,312,691,0.4515195369030391,hannah39-[greatGranddaughterOf]->marcel27-[greatGrandfatherOf]->magdalena52 => hannah39-[girlCousinOf]->magdalena52,magdalena52-[greatGranddaughterOf]->marcel27-[greatGrandfatherOf]->hannah39 => magdalena52-[girlCousinOf]->hannah39,magdalena52-[greatGranddaughterOf]->marcel27-[greatGrandfatherOf]->dominik44 => magdalena52-[girlCousinOf]->dominik44
greatGranddaughterOf,greatGrandmotherOf,girlCousinOf,312,691,0.4515195369030391,hannah39-[greatGranddaughterOf]->sofia28-[greatGrandmotherOf]->magdalena52 => hannah39-[girlCousinOf]->magdalena52,magdalena52-[greatGranddaughterOf]->sofia28-[greatGrandmotherOf]->hannah39 => magdalena52-[girlCousinOf]->hannah39,magdalena52-[greatGranddaughterOf]->sofia28-[greatGrandmotherOf]->dominik44 => magdalena52-[girlCousinOf]->dominik44
motherOf,greatGrandsonOf,granddaughterOf,180,400,0.45,olivia0-[motherOf]->elias6-[greatGrandsonOf]->david20 => olivia0-[granddaughterOf]->david20,olivia0-[motherOf]->elias6-[greatGrandsonOf]->moritz8 => olivia0-[granddaughterOf]->moritz8,olivia0-[motherOf]->elias6-[greatGrandsonOf]->emma7 => olivia0-[granddaughterOf]->emma7
nieceOf,greatUncleOf,auntOf,123,276,0.44565217391304346,selina10-[nieceOf]->luis14-[greatUncleOf]->lisa5 => selina10-[auntOf]->lisa5,selina10-[nieceOf]->luis14-[greatUncleOf]->elias6 => selina10-[auntOf]->elias6,selina10-[nieceOf]->luis14-[greatUncleOf]->nico4 => selina10-[auntOf]->nico4
fatherOf,boyCousinOf,uncleOf,112,252,0.4444444444444444,luis14-[fatherOf]->leon16-[boyCousinOf]->johanna22 => luis14-[uncleOf]->johanna22,luis14-[fatherOf]->leon16-[boyCousinOf]->adam9 => luis14-[uncleOf]->adam9,luis14-[fatherOf]->leon16-[boyCousinOf]->oskar24 => luis14-[uncleOf]->oskar24
nephewOf,auntOf,boyCousinOf,235,531,0.4425612052730697,leon16-[nephewOf]->katharina1-[auntOf]->jonas23 => leon16-[boyCousinOf]->jonas23,leon16-[nephewOf]->katharina1-[auntOf]->johanna22 => leon16-[boyCousinOf]->johanna22,leon16-[nephewOf]->paula12-[auntOf]->adam9 => leon16-[boyCousinOf]->adam9
greatGrandfatherOf,sonOf,grandfatherOf,152,345,0.4405797101449275,david20-[greatGrandfatherOf]->elias6-[sonOf]->olivia0 => david20-[grandfatherOf]->olivia0,david20-[greatGrandfatherOf]->nico4-[sonOf]->olivia0 => david20-[grandfatherOf]->olivia0,moritz8-[greatGrandfatherOf]->fabian26-[sonOf]->jonas23 => moritz8-[grandfatherOf]->jonas23
